id,stage,fixture,valid,invalid_reason,epoch_et,duration_h,k_srp,shadow_model,stations,inc_deg,raan_deg,ecc,period_s,revolutions,beta_start_deg,beta_mid_deg,beta_end_deg,earth_view_start_deg,earth_view_mid_deg,earth_view_end_deg,alt_mean_km,alt_min_km,alt_max_km,sunlit_fraction,eclipse_fraction,penumbra_fraction,mean_illumination,eclipse_entries,eclipse_exits,n_eclipses,mean_eclipse_duration_s,min_eclipse_duration_s,max_eclipse_duration_s,srp_rtn_share_R,srp_rtn_share_T,srp_rtn_share_N,s_k_pos_norm_end_m,s_k_pos_norm_max_m,n_passes,mean_pass_samples,runtime_s,role,full_n_obs,full_k_column_norm,full_f_perp,full_theta_k_deg,full_raw_k_information,full_conditional_k_information,full_sigma_k,full_sigma_k_frac,full_smallest_design_sv,full_design_condition,full_weakest_mode_k_component,full_max_abs_k_state_correlation,full_rank_margin,matched_n_obs,matched_stage_n_match,matched_f_perp,matched_theta_k_deg,matched_conditional_k_information,matched_sigma_k,matched_sigma_k_frac,matched_k_column_norm,matched_max_abs_k_state_correlation,matched_weakest_mode_k_component,matched_smallest_design_sv,delta_f_perp_full,class_full,delta_f_perp_matched_vs_ref_full,class_matched,beta_target,altitude_nominal_km,normalization,inc_target,partner,counterfactual_of
G2_alt100_b85_fixD,G2,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,72.608419567,2.343227630099358e-16,7068.449451451087,14.997899781705645,84.99999999950793,84.40482651644216,83.80936083526142,169.75816129329036,162.03751742337303,154.1858247153886,99.92123521617694,99.79341064008256,100.17152850696468,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.055479558892967504,0.05540099626365479,0.8891194448433777,305.76097879149967,305.76097879149967,13,111.6923076923077,10.666009664535522,,1452,202.81455445498418,0.10575913130660218,6.07090511427863,41133.74349877374,460.080668255706,0.04662115271397003,4.662115271397003,0.21449491095476442,2496940283.3156047,0.9999999999991473,0.5464696580047069,257663.9015508735,784,784,0.10563730795764913,6.063885830282706,248.24043254373478,0.06346930465020062,6.346930465020062,149.14851527580097,0.5480566184992692,0.9999999999991313,0.1575564763960228,0.014251576733492019,MAGNITUDE_ONLY,0.014129753384538965,MAGNITUDE_ONLY,85.0,100.1715285069649,FIXED_DURATION,,,
G2_alt200_b20_fixD,G2,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,7.608417816000001,2.2894028817316013e-16,7652.2071796071505,13.853767154584293,19.99999999979373,19.404831335688463,18.809362989940663,105.1276476955742,97.33434066492278,89.46123682318787,199.76075778372171,199.63734384252317,200.00001624144008,0.6437659033078881,0.35453774385072095,0.007633587786259542,0.6459318550979805,14,14,14,2687.1428571428573,2610.0,2700.0,0.3352809279394745,0.4453764911278547,0.21934258093267076,1983.593481445268,2204.6096510199586,21,49.38095238095238,10.235635757446289,,1037,3267.2075157086506,0.10820632364277422,6.211928292467299,10674644.950703092,124985.23835113294,0.0028285941485318706,0.28285941485318705,3.535325138395814,350040066.52421457,0.9999999999624025,0.4575251750550215,1837993.523790329,784,784,0.10807392419707731,6.204297614132961,94184.116262154,0.0032584507892194636,0.32584507892194636,2839.6702557661392,0.4715467200582775,0.9999999999443264,3.0689430794929047,0.016698769069664054,MAGNITUDE_ONLY,0.016566369623967153,MAGNITUDE_ONLY,20.0,200.0,FIXED_DURATION,,,
G2_alt200_b20_fixN,G2,CONSISTENT,True,,857806356.99998,31.88419658169647,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,7.608417816000001,2.2894028817316013e-16,7652.2071796071505,15.000000000000005,19.99999999979373,19.35530795763681,18.711248086525522,105.1276476955742,96.68238621717414,88.15709863931573,199.76266538806877,199.6368662702949,200.00002180100606,0.6473354231974922,0.3503134796238245,0.007836990595611285,0.6499098229470454,15,15,15,2682.0,2610.0,2700.0,0.33873538078923854,0.44247769155539596,0.2187869276553655,2543.9122266719255,2543.9122266719255,23,48.95652173913044,11.730810165405273,,1126,3608.8488474531227,0.10839941828111917,6.223057261519544,13023790.003763732,153035.1833542238,0.0025562560657892332,0.2556256065789233,3.91197115710498,351813127.11260676,0.999999999954213,0.46858038480784325,1828730.4416947316,784,784,0.10830007878093335,6.2173318208128165,106471.15915739733,0.0030646720591197916,0.3064672059119792,3012.91735190514,0.4634235159682352,0.9999999999627722,3.2629918655961627,0.016891863708009006,MAGNITUDE_ONLY,0.016792524207823192,MAGNITUDE_ONLY,20.0,200.0,FIXED_REVOLUTIONS,,,
G2_alt200_b85_fixD,G2,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,72.608419567,2.2924447462159214e-16,7652.2071796071505,13.853767154584293,84.99999999950793,84.40482995264202,83.80936007073346,169.75816129329036,162.0375206284264,154.18582370984552,199.76063530869087,199.64150372920417,199.99999999999977,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.055230471985463006,0.05565118791648445,0.8891183400980526,277.5963301610346,309.5386030188714,5,314.8,11.495920419692993,,1574,232.2555764196795,0.10515517589510211,6.036106977925641,53942.65277803758,596.4768716732162,0.040945218751767216,4.094521875176722,0.24422875991009652,2198834145.6207533,0.9999999999991738,0.5232262498195787,292596.59107077046,784,784,0.10645425209038037,6.110958714845485,306.4680099968702,0.05712252887044694,5.712252887044694,164.4483654260402,0.4965999366223268,0.9999999999992726,0.17506227748901979,0.013647621321991946,MAGNITUDE_ONLY,0.014946697517270208,MAGNITUDE_ONLY,85.0,200.0,FIXED_DURATION,,,
G2_alt500_b20_fixD,G2,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,7.608417816000001,2.288895195861811e-16,9496.711118043331,11.163011611830303,19.99999999979373,19.404829915883372,18.809362879611857,105.1276476955742,97.33433920598296,89.46123666707327,499.79661841252897,499.6841585928327,500.00002746220355,0.7370653095843935,0.26123833757421544,0.0016963528413910093,0.7382714983523343,11,11,11,2520.0,2520.0,2520.0,0.3398235230830532,0.4431299559257797,0.21704652099116709,2533.3663679157144,3238.681157367553,20,55.5,10.089076519012451,,1110,4894.71280695013,0.11646853222945266,6.688334988367675,23958213.462521616,324991.22499622183,0.0017541397196703223,0.17541397196703223,5.700800162894029,206146569.07986167,0.9999999999635462,0.3596497073958372,3120941.46514463,784,784,0.11653319704823616,6.692065411547644,229980.97909790164,0.0020852303661853294,0.20852303661853294,4115.250704582274,0.3647841261578684,0.9999999999624707,4.795633212419816,0.024960977656342503,MARGINAL_DIRECTION_CHANGE_GAIN,0.025025642475125995,MARGINAL_DIRECTION_CHANGE_GAIN,20.0,500.0,FIXED_DURATION,,,
G2_alt500_b20_fixN,G2,CONSISTENT,True,,857806356.99998,39.5696296585139,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,7.608417816000001,2.288895195861811e-16,9496.711118043331,15.000000000000005,19.99999999979373,19.199650018695223,18.39958275618967,105.1276476955742,94.62980017935745,84.00215348261298,499.79465425723095,499.6813018468209,500.00011320710183,0.7323232323232324,0.26641414141414144,0.0025252525252525255,0.7334681102600975,15,15,15,2532.0,2520.0,2610.0,0.33743204643189695,0.4472891856389479,0.21527876792915515,4416.764039552537,4416.764039552537,23,64.0,15.75040864944458,,1472,7230.350927832236,0.11486457735093344,6.595814142170777,52277974.53960448,689748.8590134109,0.0012040776763477493,0.12040776763477493,8.305112033704578,210046825.41191006,0.9999999999350736,0.3627455765328492,3062990.235996025,784,784,0.11515106631011347,6.612338395729815,369734.05435891123,0.0016445810186938073,0.16445810186938073,5280.520860534703,0.3612219086786131,0.9999999999332275,6.080576077227669,0.023357022777823283,MARGINAL_DIRECTION_CHANGE_GAIN,0.02364351173700331,MARGINAL_DIRECTION_CHANGE_GAIN,20.0,500.0,FIXED_REVOLUTIONS,,,
G2_alt500_b85_fixD,G2,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,72.608419567,3.550219255214022e-16,9496.711118043331,11.163011611830303,84.99999999950793,84.40482511560982,83.80935951036948,169.75816129329036,162.0375157927845,154.18582376680945,499.7964272889525,499.6897340303259,500.0,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0557283911793098,0.055206057568283784,0.8890655512524064,312.15307680102217,404.4467693734511,5,314.4,11.082061290740967,,1572,288.2257158237209,0.10953435386625819,6.288473814935884,83074.06326209633,996.7038925130576,0.03167502182698404,3.1675021826984042,0.3157061755035801,1522124565.8683777,0.9999999999989556,0.46695491019294455,422679.84484673006,784,784,0.10850682136683908,6.229247517868069,496.7524940993917,0.0448673037470266,4.48673037470266,205.40593447576416,0.45910829890894306,0.9999999999990031,0.22287945039828125,0.01802679929314803,MAGNITUDE_ONLY,0.016999266793728915,MAGNITUDE_ONLY,85.0,500.0,FIXED_DURATION,,,
G2_alt1000_b20_fixD,G2,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,7.608417815999999,2.2224982963659317e-16,12851.835885612567,8.248774527505004,19.99999999979373,19.404831023911328,18.809362029533848,105.1276476955742,97.3343402962772,89.4612356956197,999.8342775199551,999.7384340319717,1000.0001387759899,0.8100084817642069,0.18829516539440203,0.004240882103477523,0.811698525857788,8,8,8,2497.5,2430.0,2520.0,0.3463215328222848,0.4381156421609119,0.21556282501680318,2606.8084597159386,4703.6516434973155,16,76.1875,9.70939326286316,,1219,8070.457049701667,0.11545699583335892,6.629984561874663,65132276.99107933,868233.9569863821,0.0010732023534243337,0.10732023534243337,9.317907258870452,123442876.46133277,0.9999999999209451,0.3302251090944554,5211895.524325147,784,784,0.1153547702933537,6.624088071998373,557408.0165698475,0.0013394095613228443,0.13394095613228443,6472.186846309159,0.33907420324701,0.9999999999086294,7.465976268834434,0.023949441260248755,MARGINAL_DIRECTION_CHANGE_GAIN,0.023847215720243536,MARGINAL_DIRECTION_CHANGE_GAIN,20.0,1000.0,FIXED_DURATION,,,
G2_alt1000_b20_fixN,G2,CONSISTENT,True,,857806356.99998,53.54931619005235,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,7.608417815999999,2.2224982963659317e-16,12851.835885612567,14.999999999999996,19.99999999979373,18.917572033200077,17.833331198095912,105.1276476955742,90.89735869820073,76.40767532629664,999.8324166693466,999.7290141483955,1000.0006679319665,0.8030797946803546,0.19552029864675688,0.0032664489034064394,0.8045284779962021,15,15,15,2514.0,2430.0,2610.0,0.34660902221208834,0.44242707026420475,0.21096390752370678,8818.75413355178,8818.75413355178,26,85.3076923076923,26.701903104782104,,2218,18747.700215820412,0.12061262212265378,6.92746004970417,351476263.3822727,5113067.416096401,0.00044224124146711714,0.044224124146711716,22.61209281215372,119945804.84865719,0.9999999997416538,0.2920304195743125,5363850.583606673,784,784,0.12092893598445242,6.945717133225594,1817438.7419517539,0.0007417714421997887,0.07417714421997887,11148.06928343972,0.28976339084444563,0.999999999732998,13.481241563673708,0.029105067549543617,MARGINAL_DIRECTION_CHANGE_GAIN,0.029421381411342262,MARGINAL_DIRECTION_CHANGE_GAIN,20.0,1000.0,FIXED_REVOLUTIONS,,,
G2_alt1000_b85_fixD,G2,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,72.608419567,3.5108403882364144e-16,12851.835885612561,8.248774527505006,84.99999999950788,84.4048289669014,83.80935679756047,169.75816129329033,162.03752037641163,154.18582135497502,999.8340033300658,999.7462982884813,1000.0,1.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.055433656797816644,0.05544806683181517,0.8891182763703681,288.626762683357,538.4108020062251,5,314.4,10.38271951675415,,1572,425.11563877952227,0.11354299881507408,6.519594585644349,180723.30633492125,2329.8871387545255,0.020717271522437544,2.071727152243754,0.48268904470141527,938702113.275628,0.9999999999985211,0.39178730214921537,685383.9639218237,784,784,0.11330082601906327,6.505628985260273,1180.2562473657322,0.02910796513338041,2.910796513338041,303.2180691338977,0.36377204264034996,0.9999999999988791,0.34354857696737445,0.022035444241963922,MARGINAL_DIRECTION_CHANGE_GAIN,0.02179327144595311,MARGINAL_DIRECTION_CHANGE_GAIN,85.0,1000.0,FIXED_DURATION,,,
G3_i26.7_b00,G3,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,26.70000000000001,167.59995065,3.623761334980969e-16,7068.449451451094,14.99789978170563,1.6509407356843421e-10,0.5615584878342892,1.1231847030435684,94.6909753928874,98.97059995706208,103.14868166965108,99.72120900804816,99.30360369254579,100.17152850696515,0.6039016115351993,0.39525021204410515,0.002544529262086514,0.6048407376649653,15,15,16,2621.25,1440.0,2790.0,0.43982394960064386,0.5523918091963912,0.007784241202964791,2212.985598704605,2212.985598704605,25,38.0,12.529731512069702,,950,3796.3766213383756,0.09184799131605781,5.269929614870644,14412475.45104458,121584.4140992011,0.002867880472448347,0.2867880472448347,3.4868956690199995,341683400.39041257,0.9999999998647168,0.8073934032586221,1882945.9511451733,950,950,0.09184799131605781,5.269929614870644,121584.4140992011,0.002867880472448347,0.2867880472448347,3796.3766213383756,0.8073934032586221,0.9999999998647168,3.4868956690199995,0.00034043674294764736,MAGNITUDE_ONLY,0.00034043674294764736,MAGNITUDE_ONLY,0.0,,,26.7,,
G3_i26.7_bcan,G3,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,26.699999999999996,43.36561398199999,1.3152850784002739e-16,7068.44945145109,14.99789978170564,21.800000000069407,21.45204271918657,21.09423008623294,113.08112978480658,110.81255749176258,108.09332518816609,99.72140268080344,99.30405502011277,100.17152850696468,0.6123833757421544,0.38676844783715014,0.0016963528413910093,0.6130925424317887,15,15,15,2736.0,2700.0,2790.0,0.33578112801739407,0.42535175406282705,0.2388671179197789,1059.8747345526356,1385.948440164803,21,45.57142857142857,12.46819806098938,,957,1254.9208971536689,0.2814020725638323,16.34390261073356,1574826.458112969,124705.98186472052,0.0028317594399424077,0.2831759439942408,3.531373413401347,315622705.30437565,0.9999999999360908,0.6748438639955292,2038419.1774739309,950,950,0.28180449024000565,16.367931888070835,123776.12829514241,0.0028423761674739164,0.2842376167473916,1248.4482304333637,0.673203794858951,0.9999999999366208,3.518183171460178,0.18989451799072216,MARGINAL_DIRECTION_CHANGE_GAIN,0.19029693566689548,MARGINAL_DIRECTION_CHANGE_GAIN,21.8,,,26.7,,
G3_i45.0_b00,G3,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,45.0,167.604159247,4.477045915897361e-16,7068.449451451094,14.99789978170563,-1.2598414374991252e-10,0.7880428560538429,1.5762648941097321,95.41871198689547,101.68634738123784,107.90612474249316,99.79585700896828,99.50275285213534,100.17152850696515,0.6039016115351993,0.39525021204410515,0.0016963528413910093,0.6048213565528017,15,15,16,2621.25,1440.0,2790.0,0.43848172609082525,0.5506292301348155,0.01088904377435936,2212.968272210655,2212.968272210655,25,38.12,13.753100395202637,,953,3689.2002111571474,0.0832588608311318,4.775910007060104,13610198.19800194,94346.40982894124,0.0032556470088880244,0.32556470088880246,3.071586069398122,381977646.8065454,0.9999999999378117,0.827946561897792,1684316.8198909848,950,950,0.08318282155757602,4.771538112068438,94112.97776016733,0.003259682062133683,0.3259682062133683,3688.001677202811,0.82820207559583,0.9999999999366259,3.0677838539935944,-0.008248693741978355,MAGNITUDE_ONLY,-0.008324733015534144,MAGNITUDE_ONLY,0.0,,,45.0,,
G3_i45.0_bcan,G3,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,45.00000000000001,19.294687973999995,3.734749183856724e-16,7068.449451451094,14.99789978170563,21.79999999997972,21.072865769455685,20.340858298225054,110.69643479892424,105.41161775919714,99.88542720813363,99.79610174051452,99.50333354813536,100.17152850696515,0.6123833757421544,0.3850720949957591,0.004240882103477523,0.6143077014288191,15,15,15,2724.0,2700.0,2790.0,0.3376623780466844,0.4269809407176594,0.23535668123565617,1777.7877481721364,1854.4240377794968,22,43.63636363636363,12.980485439300537,,960,2298.7492131160866,0.15558869595792532,8.950940274302875,5284247.944801827,127920.24097411093,0.0027959562120855024,0.27959562120855025,3.5765939237208406,328355682.99604857,0.9999999999134547,0.5081058389399947,1959373.3522997524,950,950,0.15564413032121968,8.954155599870704,127410.02293812428,0.0028015488724657256,0.28015488724657256,2293.343188506096,0.5079620640186819,0.9999999999136643,3.5694540607229706,0.06408114138481516,MARGINAL_DIRECTION_CHANGE_GAIN,0.06413657574810952,MARGINAL_DIRECTION_CHANGE_GAIN,21.8,,,45.0,,
G3_i60.0_b00,G3,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,59.99999999999999,167.605959106,1.386846015893506e-17,7068.449451451086,14.997899781705648,-2.7511061589387577e-10,0.83370789650637,1.6676991366171316,95.60718819108459,102.95941811149052,110.33147831497375,99.8584666981353,99.668638465252,100.1715285069649,0.6039016115351993,0.39525021204410515,0.0016963528413910093,0.6048280888548468,15,15,16,2621.25,1440.0,2790.0,0.43823181803654615,0.5502559949832011,0.011512186980252703,2213.0008455318007,2213.0008455318007,25,38.16,12.903430461883545,,954,3606.1187544614836,0.07659416757539847,4.392824905041794,13004092.471278843,76290.67374956758,0.0036204643451267964,0.36204643451267965,2.762076641702844,420252407.63502765,0.9999999999792707,0.7778778380143297,1530916.5721600917,950,950,0.07665752311424319,4.39646561401037,75923.27950544251,0.003629213522658429,0.36292135226584293,3594.4520703478165,0.778049801938438,0.9999999999792725,2.755417926600153,-0.014913386997711692,MAGNITUDE_ONLY,-0.014850031458866972,MAGNITUDE_ONLY,0.0,,,60.0,,
G3_i60.0_bcan,G3,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,59.99999999999999,13.003750833,2.2891066635133257e-16,7068.44945145109,14.99789978170564,21.799999999695395,20.986163312313156,20.170389213360483,109.14710140274501,102.39765881830273,95.50478644214175,99.85872104939008,99.67047918159957,100.1715285069649,0.6115351993214588,0.38676844783715014,0.0033927056827820186,0.6132015326699317,15,15,15,2736.0,2700.0,2790.0,0.33823617322055277,0.4271497294914375,0.2346140972880099,1913.0630352699648,1939.0117481662319,22,43.59090909090909,15.16614842414856,,959,2482.9526310232495,0.13480379626881542,7.7472745345061735,6165053.767905277,112031.74848029402,0.00298764810116706,0.29876481011670597,3.347114406015144,356000954.40570015,0.9999999999520056,0.340394770417034,1807218.1194364263,950,950,0.1349038180396552,7.753058190610095,111521.36191338507,0.0029944769039903637,0.29944769039903635,2475.4536039374225,0.33951051262954074,0.9999999999521701,3.3394814253521066,0.043296241695705256,MARGINAL_DIRECTION_CHANGE_GAIN,0.04339626346654504,MARGINAL_DIRECTION_CHANGE_GAIN,21.8,,,60.0,,
G3_i90.0_b00,G3,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,167.608417759,2.296437307895594e-16,7068.449451451094,14.99789978170563,-3.945735557337143e-10,0.5951684921745102,1.190636400241618,94.84791481905881,102.63053932116978,110.49068074375258,99.9210846991864,99.7929038020738,100.17155774921109,0.6039016115351993,0.39525021204410515,0.0016963528413910093,0.604854454800651,15,15,16,2621.25,1440.0,2790.0,0.4396943149271492,0.5520607773542593,0.00824490771859147,2212.9961855211004,2212.9961855211004,25,38.2,14.470735311508179,,955,3520.2658751190515,0.07841831335514571,4.4976561205284735,12392271.831527703,76205.43133588006,0.003622488681571655,0.3622488681571655,2.7605331248492937,418037372.8406185,0.9999999999870195,0.7307272453765661,1539028.3671693034,950,950,0.07806445456259872,4.477319160977231,75442.4997126315,0.0036407592790742484,0.3640759279074248,3518.476909936869,0.7308094731298634,0.9999999999872421,2.746679808618153,-0.013089241217964454,MAGNITUDE_ONLY,-0.013443100010511438,MAGNITUDE_ONLY,0.0,,,90.0,,
G3_i90.0_bcan,G3,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,9.408417822000002,1.1474656929977893e-16,7068.449451451087,14.997899781705645,21.80000000009628,21.204830494375056,20.609363171758808,106.9253101906753,99.1311523528798,91.25710033754685,99.9213441103428,99.78997646008293,100.1715285069649,0.6123833757421544,0.38676844783715014,0.0016963528413910093,0.6134706566434618,15,15,15,2736.0,2700.0,2790.0,0.33720578725082473,0.42607270352531623,0.236721509223859,1980.4217238877918,1980.4217238877918,22,43.5,14.990734100341797,,957,2486.039347130839,0.1057076789117568,6.0679404910501855,6180391.635482728,69060.3968733184,0.0038052698936924902,0.380526989369249,2.6279344906025934,457297212.3204789,0.999999999968616,0.4641196234223417,1406899.8410770122,950,950,0.1056000389624401,6.0617384632943025,68422.42094841004,0.0038229690471935935,0.38229690471935934,2477.0520919301816,0.4679728236627115,0.9999999999666577,2.6157679741109816,0.014200124338646633,MAGNITUDE_ONLY,0.014092484389329932,MAGNITUDE_ONLY,21.8,,,90.0,,
G3_i120.0_b00,G3,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,119.99999999999999,167.610876412,1.2432781990220226e-16,7068.449451451094,14.99789978170563,-4.083207392484656e-10,0.1971438382585908,0.3944619564537438,92.78967918228145,98.88590228966376,104.99956407191786,99.85846676032116,99.66859012696123,100.17153621078795,0.6030534351145038,0.39525021204410515,0.004240882103477523,0.6050647191722102,15,15,16,2621.25,1440.0,2790.0,0.44234446409828687,0.5549081556541692,0.0027473802475439686,2212.4678233798613,2212.4678233798613,25,38.2,12.822779655456543,,955,3567.3135702216537,0.09795555303210074,5.621454244754945,12725726.108287562,122107.03717587839,0.0028617365689305977,0.28617365689305974,3.4943817357902835,335753829.2312021,0.9999999999114233,0.6772976813142519,1916199.6657247737,950,950,0.09764118462238419,5.603355500725751,120976.37513277013,0.0028750785615789787,0.28750785615789787,3562.1913432011743,0.6782290374272476,0.9999999999121364,3.47816582571205,0.006447998458990578,MAGNITUDE_ONLY,0.00613363004927403,MAGNITUDE_ONLY,0.0,,,120.0,,
G3_i120.0_bcan,G3,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,119.99999999999999,12.998307665999999,3.780063352584258e-17,7068.449451451092,14.997899781705636,21.799999999652897,21.609877087334766,21.41930669477018,106.19776933085222,99.58971302540023,92.87982994416272,99.85872245044938,99.66848627269617,100.17259594840486,0.6140797285835454,0.3816793893129771,0.004240882103477523,0.6175256916178641,15,15,15,2700.0,2700.0,2700.0,0.3352581809799773,0.4242925037757122,0.24044931524431054,1919.3626602257057,1919.3626602257057,22,43.40909090909091,11.792552947998047,,955,2297.5863147334153,0.11362693676542097,6.524435203032988,5278902.873650276,68156.34131899514,0.0038304241372849397,0.38304241372849396,2.610676948922564,459787032.1407895,0.9999999999806389,0.5221479987868919,1399281.2549389997,950,950,0.1139313345753754,6.541989911983496,67645.43957315425,0.0038448618377847055,0.38448618377847055,2282.84317114634,0.5243604020385189,0.9999999999804531,2.6008736910989327,0.022119382192310813,MARGINAL_DIRECTION_CHANGE_GAIN,0.022423780002265234,MARGINAL_DIRECTION_CHANGE_GAIN,21.8,,,120.0,,
G3_i150.0_b00,G3,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,150.0,167.615793717,4.522008589269789e-16,7068.449451451094,14.99789978170563,1.9639713456276067e-10,-0.0199325750361554,-0.03986202652855481,89.98782484697091,93.02983199519412,96.0757929353254,99.73325579839012,99.33563488117349,100.17152850696515,0.6022052586938084,0.39525021204410515,0.004240882103477523,0.6042770012621882,15,15,16,2621.25,1440.0,2790.0,0.44363247001840456,0.5560861347778325,0.0002813952037629857,2211.6136394730365,2211.6136394730365,24,39.666666666666664,13.659233808517456,,952,3638.331036676313,0.10947021208766938,6.284776528261575,13237452.732442135,158634.02414917422,0.002510740507065272,0.2510740507065272,3.982888702157965,298250589.3286246,0.9999999999640632,0.339306783832782,2157150.3908404666,950,950,0.10950683732126479,6.2868876917591665,158453.71195770105,0.002512168647808941,0.2512168647808941,3635.046514413308,0.3388917293218143,0.99999999996387,3.9806244729471025,0.01796265751455922,MAGNITUDE_ONLY,0.017999282748154627,MAGNITUDE_ONLY,0.0,,,150.0,,
G3_i150.0_bcan,G3,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,150.0,35.56238052999999,2.3796729350904923e-16,7068.449451451094,14.99789978170563,21.799999999995066,21.81702954034395,21.833775263183796,107.38701037014815,104.00284988508594,100.41670359185974,99.733472315459,99.33293672092911,100.17467682718858,0.6149279050042409,0.3825275657336726,0.0033927056827820186,0.6174410387328229,15,15,15,2706.0,2700.0,2790.0,0.3339598062929216,0.4237595317321206,0.24228066197495776,1330.3887547637655,1438.0160171322464,21,45.523809523809526,15.164125442504883,,956,1307.9316692108741,0.25017726490566217,14.488002053985907,1710685.2513247435,107069.5041922439,0.0030560967864307212,0.3056096786430721,3.2721476766036806,362581936.21007645,0.9999999999195259,0.5183329374958259,1774416.5141362122,950,950,0.24967048107806492,14.458013817116688,105537.88676869254,0.003078192694077053,0.3078192694077053,1301.1788602199879,0.5220007536791729,0.9999999999180315,3.248659519731157,0.158669710332552,MARGINAL_DIRECTION_CHANGE_GAIN,0.15816292650495475,MARGINAL_DIRECTION_CHANGE_GAIN,21.8,,,150.0,,
G4_b20_root2,G4,CONSISTENT,True,,857806356.99998,29.44774902358768,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,90.0,147.608417701,1.614922088687443e-16,7068.44945145109,14.99789978170564,20.000000000004565,20.595169221182037,21.190636052616046,114.82192173150732,122.58918938614019,130.42748667264135,99.92109087251798,99.79313599597546,100.17155395026202,0.6106870229007634,0.38676844783715014,0.004240882103477523,0.6128198911766699,15,15,16,2565.0,1440.0,2790.0,0.3393693616188029,0.42967708382312,0.23095355455807715,2106.4139153649244,2106.4139153649244,25,39.52,17.287885665893555,,988,2947.1464409841615,0.08213923672101374,4.71153977152844,8685672.144605609,58600.9636677882,0.00413092795776931,0.41309279577693103,2.4207635916277592,409826449.0567128,0.9999999999805157,0.34392182119021936,1569862.991565025,252,252,0.0820756927294433,4.707886634112,14936.946614621165,0.008182181060181046,0.8182181060181046,1489.0742633140815,0.32550890041041025,0.9999999999908302,1.2221680168596796,-0.009368317852096422,MAGNITUDE_ONLY,-0.009431861843666858,MAGNITUDE_ONLY,20,,,,G1_b20,
