case,mode,raw_eigenvalue,floor,inflation_factor,k_content
G0,0,0.00012236193594131626,8.310441080294906,67916.88131087205,0.9999999998485368
G1,0,0.2658520036922238,36.963100543984886,139.03638125961606,0.9999999937608574
