case,cond_design_matrix,cond_information_matrix,cond_info_over_cond_design_squared,smallest_design_singular_value,double_eps,design_matrix_resolvable,information_matrix_resolvable,i_k_given_x_normal_matrix,i_k_given_x_qr_square_root,relative_difference
G0,2606086955.2069345,6.791689298722062e+18,1.0000000118707306,0.011061732068588535,2.220446049250313e-16,True,False,1.2236191964953846,1.2236191639436673,2.66028175112309e-08
G1,117913689.37641399,1.3903638120770826e+16,0.9999999984474123,0.5156083817964158,2.220446049250313e-16,True,False,2658.5200617235037,2658.5200669606706,1.969955785990603e-09
G2,110923684.44943716,1.2304063806350576e+16,1.000000002804949,0.9672286520855525,2.220446049250313e-16,True,False,9355.312733864985,9355.312756909063,2.4632076832036468e-09
G3,101710881.72694439,1.0345103454459824e+16,0.9999999993027961,1.8762394816567505,2.220446049250313e-16,True,False,35202.74631494082,35202.7462390186,2.156713098417221e-09
