session_bias_s,case_b_induced_k_shift_m2_per_kg,case_b_shift_fraction_of_k_truth,case_a_sigma_k,case_c_sigma_k_with_bias_nuisance
0.0,-0.0,0.0,0.0008672713853687615,0.0008719299117273676
1e-09,-0.0022509943883951755,0.22509943883951755,0.0008672713853687615,0.0008719299117273676
1e-08,-0.022509943883951753,2.250994388395175,0.0008672713853687615,0.0008719299117273676
1e-07,-0.22509943883951752,22.509943883951752,0.0008672713853687615,0.0008719299117273676
