noise_urad,earth_los_observations,range_only_f_perp,combined_f_perp,combined_sigma_k,combined_fractional_sigma_k,f_perp_gain
10.0,590,0.2522919965229832,0.26057327596533125,0.0008978790832775979,0.08978790832775979,0.008281279442348077
100.0,590,0.2522919965229832,0.2530256770394249,0.0009246623496289534,0.09246623496289534,0.000733680516441737
1000.0,590,0.2522919965229832,0.25229995959695656,0.0009273220560575787,0.09273220560575786,7.963073973382695e-06
