id,stage,beta_mid_deg,earth_view_mid_deg,inc_deg,alt_mean_km,period_s,revolutions,duration_h,eclipse_fraction,n_eclipses,mean_eclipse_duration_s,srp_rtn_share_R,srp_rtn_share_T,srp_rtn_share_N,n_passes,n_obs,f_perp,theta_k_deg,conditional_k_information,k_column_norm,sigma_k_frac,max_abs_k_state_correlation,weakest_mode_k_component,smallest_design_sv,matched_n_obs,matched_f_perp,matched_sigma_k_frac,delta_f_perp_full,class_full,class_matched,beta_target,normalization,k_srp,shadow_model,stations,epoch_offset_days
G4_b80_root2,G4,80.5951711059632,175.7081483418042,90.0,99.92118183667253,7068.44945145109,14.99789978170564,29.44774902358768,0.0,0,0.0,0.08712873436046414,0.08700799511958428,0.8258632705199516,5,1571,0.21990320004894248,12.703347533265987,1357.7008662892165,167.56005654950104,2.7139256923599757,0.6471765464992764,0.999999999999952,0.36846992635615317,252,0.22183930589945072,6.775224690658193,0.12839564547583232,MARGINAL_DIRECTION_CHANGE_GAIN,MARGINAL_DIRECTION_CHANGE_GAIN,80,,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,0.0
G4_quarter_b00,G4,0.6131466866105106,170.68776833287492,90.0,99.92108590299766,7068.449451451094,14.99789978170563,29.44774902358768,0.39525021204410515,16,2621.25,0.4395831821057836,0.5519214647352888,0.0084953531589275,5,1573,0.13867161553710353,7.970985657378234,16072.242715113674,914.219890664569,0.7887906587883643,0.43429923242091245,0.9999999999937639,1.2677634919381926,252,0.13948602995510187,1.960687147461836,0.047164060963993365,MARGINAL_DIRECTION_CHANGE_GAIN,MARGINAL_DIRECTION_CHANGE_GAIN,0,,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,6.85
G4_quarter_b20,G4,19.386852511720484,12.077244444923618,90.0,99.9213441374057,7068.449451451092,14.997899781705636,29.44774902358768,0.38761662425784565,15,2742.0,0.3449895675811113,0.43547155307817603,0.21953887934071264,6,1562,0.18212196979952738,10.49338300550515,14407.768589529338,659.0767983164018,0.8331086386672044,0.6591374893633756,0.9999999999971229,1.2003236475820354,252,0.18151799963429535,2.074971970530347,0.09061441522641722,MARGINAL_DIRECTION_CHANGE_GAIN,MARGINAL_DIRECTION_CHANGE_GAIN,20,,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,6.85
G4_quarter_b80,G4,79.38685098428971,71.52232472187804,90.0,99.92125260701609,7068.449451451087,14.997899781705645,29.44774902358768,0.0,0,0.0,0.09636666300239567,0.09623174589848128,0.8074015910991231,23,948,0.11236725266486934,6.451795380590333,4821.333304879572,617.936452438551,1.4401788279545202,0.5168280416915968,0.9999999999985569,0.694358214818956,252,0.11589951429290529,2.689087132460338,0.02085969809175918,MARGINAL_DIRECTION_CHANGE_GAIN,MARGINAL_DIRECTION_CHANGE_GAIN,80,,0.01,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,6.85
G4_net_Goldstone,G4,21.466230888726496,110.82619040430777,26.711475080149885,99.85671641518124,7068.44945145109,14.99789978170564,29.44774902358768,0.38761662425784565,16,2570.625,0.33493331506145596,0.4259388925777978,0.23912779236074622,10,377,0.08673308027787505,4.97569117060118,68684.84846772255,3021.660739565086,0.3815658756535809,0.710578247190476,0.9999999999151261,2.6207794347495947,252,0.08456588767031986,0.47934435794764185,-0.004774474295235115,MAGNITUDE_ONLY,MAGNITUDE_ONLY,,,0.01,CONICAL_PENUMBRA,Goldstone DSN,0.0
G4_net_Madrid,G4,21.466230888726496,110.82619040430777,26.711475080149885,99.85671641518124,7068.44945145109,14.99789978170564,29.44774902358768,0.38761662425784565,16,2570.625,0.33493331506145596,0.4259388925777978,0.23912779236074622,7,252,0.03255873293348903,1.8658077305866578,4813.591749460458,2130.919931895888,1.4413364609287505,0.6037632055321026,0.9999999997684776,0.6938005294919897,252,0.03255873293348903,1.4413364609287505,-0.05894882163962113,MARGINAL_DIRECTION_CHANGE_LOSS,MARGINAL_DIRECTION_CHANGE_LOSS,,,0.01,CONICAL_PENUMBRA,Madrid DSN,0.0
G4_net_Canberra,G4,21.466230888726496,110.82619040430777,26.711475080149885,99.85671641518124,7068.44945145109,14.99789978170564,29.44774902358768,0.38761662425784565,16,2570.625,0.33493331506145596,0.4259388925777978,0.23912779236074622,8,331,0.10538913054471734,6.049586491579712,53714.542203144854,2199.1260229828713,0.43147343347712486,0.6814666937787649,0.9999999997101575,2.317639794532503,252,0.10599311784581825,0.48920059883161454,0.013881575971607177,MAGNITUDE_ONLY,MAGNITUDE_ONLY,,,0.01,CONICAL_PENUMBRA,Canberra DSN,0.0
G5_k0.0025,G5,21.466229917279513,110.82618781889411,26.711475080149885,99.85681824531883,7068.44945145109,14.99789978170564,29.44774902358768,0.38761662425784565,16,2570.625,0.3349333489349738,0.42593886785058255,0.23912778321444372,25,960,0.0915052774628014,5.250210516932817,154966.13964714282,4302.018414410091,1.0161120088737237,0.6458392876394807,0.9999999998796019,3.9365738861329653,960,0.0915052774628014,1.0161120088737237,-2.277110308757102e-06,MAGNITUDE_ONLY,MAGNITUDE_ONLY,,,0.0025,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,0.0
G5_k0.005,G5,21.466230241089296,110.8261886806924,26.711475080149885,99.85678429520127,7068.44945145109,14.99789978170564,29.44774902358768,0.38761662425784565,16,2570.625,0.334933337641098,0.4259388760957063,0.23912778626319572,25,960,0.09150604606972758,5.25025474040288,154968.84975445044,4302.01989671134,0.5080515619559715,0.6458324229448611,0.9999999998796022,3.936608308139652,960,0.09150604606972758,0.5080515619559715,-1.5085033825829042e-06,MAGNITUDE_ONLY,MAGNITUDE_ONLY,,,0.005,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,0.0
G5_k0.02,G5,21.46623218406186,110.82619385159549,26.711475080149885,99.85658063153596,7068.44945145109,14.99789978170564,29.44774902358768,0.38761662425784565,16,2570.625,0.3349332699168073,0.4259389255237866,0.23912780455940602,25,960,0.09151057965189491,5.25051558997043,154985.10761701057,4302.032414159326,0.12700622851900342,0.6457911530722923,0.9999999998796028,3.9368147985355573,960,0.09151057965189491,0.12700622851900342,3.025078784746338e-06,MAGNITUDE_ONLY,MAGNITUDE_ONLY,,,0.02,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,0.0
G5_k0.04,G5,21.466234774982397,110.8262007464139,26.711475080149885,99.85630905921752,7068.44945145109,14.99789978170564,29.44774902358768,0.38761662425784565,16,2570.625,0.3349331796992517,0.4259389913331582,0.23912782896759005,25,960,0.09151661861778901,5.250863055253346,155006.7391058243,4302.048723246755,0.06349868311398721,0.6457362331737956,0.9999999998796034,3.937089522331086,960,0.09151661861778901,0.06349868311398721,9.064044678847027e-06,MAGNITUDE_ONLY,MAGNITUDE_ONLY,,,0.04,CONICAL_PENUMBRA,Goldstone DSN;Madrid DSN;Canberra DSN,0.0
CF_noshadow_G0_consistent,CF,21.46623114572032,110.82618846901252,26.711475080149885,99.85668378519338,7068.44945145109,14.99789978170564,29.44774902358768,0.38761662425784565,16,2570.625,0.334933298858956,0.42593890678952506,0.2391277943515189,25,960,0.11301688307456735,6.489255081784782,322366.14208017976,5023.788938212867,0.1761267369325929,0.728124557462523,0.9999999996973276,5.6777296684946075,955,0.11236950983601057,0.17725915509185472,0.02150932850145719,MARGINAL_DIRECTION_CHANGE_GAIN,,,,0.01,NO_SHADOW,Goldstone DSN;Madrid DSN;Canberra DSN,0.0
CF_noshadow_G1_b00,CF,0.5951684960276127,102.63053933312531,90.0,99.92101183106004,7068.449451451094,14.99789978170563,29.44774902358768,0.39525021204410515,16,2621.25,0.4396942929802555,0.5520607992191605,0.008244907800583984,25,955,0.08467299232794973,4.857220919667641,186271.1162830334,5097.155121723539,0.23170064426965548,0.7342617896771149,0.9999999999683401,4.3159137650240185,955,0.08467299232794973,0.23170064426965548,0.0062546789728040175,MAGNITUDE_ONLY,,,,0.01,NO_SHADOW,Goldstone DSN;Madrid DSN;Canberra DSN,0.0
CF_noshadow_G1_b20,CF,19.40483023487704,97.33433908042527,90.0,99.92140910603304,7068.449451451084,14.997899781705652,29.44774902358768,0.38761662425784565,15,2742.0,0.344912960071735,0.4353737463706057,0.21971329355765934,22,956,0.10319792767721525,5.923351373327061,167844.0933307966,3969.9227402410306,0.24408830343769558,0.489547673114398,0.9999999999274065,4.096877998017877,955,0.10328223225720425,0.24409462960442413,-0.002440450613663339,MAGNITUDE_ONLY,,,,0.01,NO_SHADOW,Goldstone DSN;Madrid DSN;Canberra DSN,0.0
